ID,Porter,Snow,Lancaster
1362,handset suck,handset suck,handset suck
443,want to chang rate plan to get famili all on same bill . I transfer him to custom care .,want to chang rate plan to get famili all on same bill . i transfer him to custom care .,want to chang rat plan to get famy al on sam bil . i transfer him to custom car .
2787,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
224,the handset realli suck . I could not hear anyth near my hous .,the handset realli suck . i could not hear anyth near my hous .,the handset real suck . i could not hear anyth near my hous .
1717,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit lin work by the end of the week . forward him on to custom car .
2090,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
3350,cant get hi call forward to work . I should him how and how to get a coupl of other featur to work . I also point him to the web site .,cant get his call forward to work . i should him how and how to get a coupl of other featur to work . i also point him to the web site .,cant get his cal forward to work . i should him how and how to get a coupl of oth feat to work . i also point him to the web sit .
154,want to know whi the rate plan is so hard to figur out . He doe not believ hi anytim minut are be subtract properli . He want to speak to the manag asap .,want to know whi the rate plan is so hard to figur out . he doe not believ his anytim minut are be subtract proper . he want to speak to the manag asap .,want to know why the rat plan is so hard to fig out . he doe not believ his anytim minut ar being subtract prop . he want to speak to the man asap .
229,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
1960,ask about how to chang hi ring tone . refer him to web site .,ask about how to chang his ring tone . refer him to web site .,ask about how to chang his ring ton . refer him to web sit .
2256,want to chang address .,want to chang address .,want to chang address .
3155,want inform on our internet servic . refer him to web site .,want inform on our internet servic . refer him to web site .,want inform on our internet serv . refer him to web sit .
3343,cant get hi call forward to work . I should him how and how to get a coupl of other featur to work . I also point him to the web site .,cant get his call forward to work . i should him how and how to get a coupl of other featur to work . i also point him to the web site .,cant get his cal forward to work . i should him how and how to get a coupl of oth feat to work . i also point him to the web sit .
1959,want to chang rate plan to get famili all on same bill . I transfer him to custom care .,want to chang rate plan to get famili all on same bill . i transfer him to custom care .,want to chang rat plan to get famy al on sam bil . i transfer him to custom car .
161,"He say that we keep send him the bill to the wrong address . We have hi correct bill address . I don ’ t know whi he is not get it . He wa veri angri that we shut hi servic off for not pay . I offer to take a CC , but he wa unwil to do s","he say that we keep send him the bill to the wrong address . we have his correct bill address . i don ’ t know whi he is not get it . he was veri angri that we shut his servic off for not pay . i offer to take a cc , but he was unwil to do s","he say that we keep send him the bil to the wrong address . we hav his correct bil address . i don ’ t know why he is not get it . he was very angry that we shut his serv off for not pay . i off to tak a cc , but he was unwil to do s"
2202,need help figur out hi bill . I explain our minut charg .,need help figur out his bill . i explain our minut charg .,nee help fig out his bil . i explain our minut charg .
1980,want to chang rate plan to get famili all on same bill . I transfer him to custom care .,want to chang rate plan to get famili all on same bill . i transfer him to custom care .,want to chang rat plan to get famy al on sam bil . i transfer him to custom car .
3545,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
2673,"she want a new phone . ha tri to use a coupl of differ model , but is now fed up . she is will ing to pay some of the cost , but want a credit on her bill . she said her friend ha the same servic and a differ phone that work great . she also wa","she want a new phone . has tri to use a coupl of differ model , but is now fed up . she is will ing to pay some of the cost , but want a credit on her bill . she said her friend has the same servic and a differ phone that work great . she also wa","she want a new phon . has tri to us a coupl of diff model , but is now fed up . she is wil ing to pay som of the cost , but want a credit on her bil . she said her friend has the sam serv and a diff phon that work gre . she also wa"
3044,realli is unhappi with the websit . claim the self servic stuff doe not work .,realli is unhappi with the websit . claim the self servic stuff doe not work .,real is unhappy with the websit . claim the self serv stuff doe not work .
1690,want to know whi the rate plan is so hard to figur out . He doe not believ hi anytim minut are be subtract properli . He want to speak to the manag asap .,want to know whi the rate plan is so hard to figur out . he doe not believ his anytim minut are be subtract proper . he want to speak to the manag asap .,want to know why the rat plan is so hard to fig out . he doe not believ his anytim minut ar being subtract prop . he want to speak to the man asap .
958,want to chang rate plan to get famili all on same bill . I transfer him to custom care .,want to chang rate plan to get famili all on same bill . i transfer him to custom care .,want to chang rat plan to get famy al on sam bil . i transfer him to custom car .
3057,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
714,"deo not believ how poor our servic is in evrey way . He doe not get good recept , think hi phone suck , and think our servic is abysm .","deo not believ how poor our servic is in evrey way . he doe not get good recept , think his phone suck , and think our servic is abysm .","deo not believ how poor our serv is in evrey way . he doe not get good receiv , think his phon suck , and think our serv is abysm ."
561,He ask for a new phone number . I refer him to custom care .,he ask for a new phone number . i refer him to custom care .,he ask for a new phon numb . i refer him to custom car .
801,want to know hi usag and whether he wa roam . also want to know the rate when he is roam . think about chang rate plan as well .,want to know his usag and whether he was roam . also want to know the rate when he is roam . think about chang rate plan as well .,want to know his us and wheth he was roam . also want to know the rat when he is roam . think about chang rat plan as wel .
291,veri unhappi with new phone becaus it doe not use a simm chip . He say he wll have to reenter all hi inform in hi phone book and he find that a wast of time . claim other compani use simm to make thi easier with their phone .,veri unhappi with new phone becaus it doe not use a simm chip . he say he wll have to reenter all his inform in his phone book and he find that a wast of time . claim other compani use simm to make this easier with their phone .,very unhappy with new phon becaus it doe not us a sim chip . he say he wll hav to reent al his inform in his phon book and he find that a wast of tim . claim oth company us sim to mak thi easy with their phon .
1726,hope to get an additon line work by the end of the week for hi wife .,hope to get an additon line work by the end of the week for his wife .,hop to get an additon lin work by the end of the week for his wif .
3415,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
1401,claim hi bill had numer call that he never made . He start ask me if our bill system ever made mistak . He said that sometim he could over hear other phone call . He think he is be charg for those call .,claim his bill had numer call that he never made . he start ask me if our bill system ever made mistak . he said that sometim he could over hear other phone call . he think he is be charg for those call .,claim his bil had num cal that he nev mad . he start ask me if our bil system ev mad mistak . he said that sometim he could ov hear oth phon cal . he think he is being charg for thos cal .
2322,cant get hi call forward to work . I should him how and how to get a coupl of other featur to work . I also point him to the web site .,cant get his call forward to work . i should him how and how to get a coupl of other featur to work . i also point him to the web site .,cant get his cal forward to work . i should him how and how to get a coupl of oth feat to work . i also point him to the web sit .
1590,I expect significantli better technic support .,i expect signific better technic support .,i expect sign bet techn support .
1862,transfer to manag asap,transfer to manag asap,transfer to man asap
529,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
42,He charg it and after a coupl of call it simpli die on him . He replac the batteri per our suggest and he still ha the same problem .,he charg it and after a coupl of call it simpli die on him . he replac the batteri per our suggest and he still has the same problem .,he charg it and aft a coupl of cal it simply die on him . he replac the battery per our suggest and he stil has the sam problem .
520,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
1975,want to chang rate plan to get famili all on same bill . I transfer him to custom care .,want to chang rate plan to get famili all on same bill . i transfer him to custom care .,want to chang rat plan to get famy al on sam bil . i transfer him to custom car .
504,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit lin work by the end of the week . forward him on to custom car .
1308,handset suck,handset suck,handset suck
2386,He lost hi phone and call to cancel servic . I told him we would suspend until we hear back from him . He will contact us soon .,he lost his phone and call to cancel servic . i told him we would suspend until we hear back from him . he will contact us soon .,he lost his phon and cal to cancel serv . i told him we would suspend until we hear back from him . he wil contact us soon .
2881,hope to get an additon line work by the end of the week for hi wife .,hope to get an additon line work by the end of the week for his wife .,hop to get an additon lin work by the end of the week for his wif .
479,realli is unhappi with the websit . claim the self servic stuff doe not work . In addit think he phone doe not work well .,realli is unhappi with the websit . claim the self servic stuff doe not work . in addit think he phone doe not work well .,real is unhappy with the websit . claim the self serv stuff doe not work . in addit think he phon doe not work wel .
465,want to chang address .,want to chang address .,want to chang address .
3566,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
3542,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
3821,said hi batteri never ha work well . want a new phone asap .,said his batteri never has work well . want a new phone asap .,said his battery nev has work wel . want a new phon asap .
3805,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
310,He doe not know if the problem are relat to the phone or if it is just the batteri .,he doe not know if the problem are relat to the phone or if it is just the batteri .,he doe not know if the problem ar rel to the phon or if it is just the battery .
886,want to chang rate plan to get famili all on same bill . I transfer him to custom care .,want to chang rate plan to get famili all on same bill . i transfer him to custom care .,want to chang rat plan to get famy al on sam bil . i transfer him to custom car .
2549,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
190,hope to get an additon line work by the end of the week for hi wife .,hope to get an additon line work by the end of the week for his wife .,hop to get an additon lin work by the end of the week for his wif .
3649,I need a handset which also function as a pda . you did not offer such a model .,i need a handset which also function as a pda . you did not offer such a model .,i nee a handset which also funct as a pda . you did not off such a model .
3010,want to chang rate plan to get famili all on same bill . I transfer him to custom care .,want to chang rate plan to get famili all on same bill . i transfer him to custom care .,want to chang rat plan to get famy al on sam bil . i transfer him to custom car .
1086,"He say that hi phone work fine when use it in the car with the adapt , but the batteri perform suck .","he say that his phone work fine when use it in the car with the adapt , but the batteri perform suck .","he say that his phon work fin when us it in the car with the adapt , but the battery perform suck ."
2972,want to know how to do text messag . refer him to web site .,want to know how to do text messag . refer him to web site .,want to know how to do text mess . refer him to web sit .
1066,He charg it and after a coupl of call it simpli die on him . He replac the batteri per our suggest and he still ha the same problem .,he charg it and after a coupl of call it simpli die on him . he replac the batteri per our suggest and he still has the same problem .,he charg it and aft a coupl of cal it simply die on him . he replac the battery per our suggest and he stil has the sam problem .
2073,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
566,I expect significantli better technic support .,i expect signific better technic support .,i expect sign bet techn support .
178,hope to get an additon line work by the end of the week for hi wife .,hope to get an additon line work by the end of the week for his wife .,hop to get an additon lin work by the end of the week for his wif .
2918,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
1182,doe not understand whi he get charg for roam . I refer him to the web site .,doe not understand whi he get charg for roam . i refer him to the web site .,doe not understand why he get charg for roam . i refer him to the web sit .
2814,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
474,need help figur out hi bill . I explain our minut charg .,need help figur out his bill . i explain our minut charg .,nee help fig out his bil . i explain our minut charg .
2749,want to chang rate plan to get famili all on same bill . I transfer him to custom care .,want to chang rate plan to get famili all on same bill . i transfer him to custom care .,want to chang rat plan to get famy al on sam bil . i transfer him to custom car .
2327,cant get hi call forward to work . I should him how and how to get a coupl of other featur to work . I also point him to the web site .,cant get his call forward to work . i should him how and how to get a coupl of other featur to work . i also point him to the web site .,cant get his cal forward to work . i should him how and how to get a coupl of oth feat to work . i also point him to the web sit .
2545,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
1304,the custom wa veri unhappi with the wait time for support . then he said that hi recption wa just too unreli to be of ani valu .,the custom was veri unhappi with the wait time for support . then he said that his recption was just too unreli to be of ani valu .,the custom was very unhappy with the wait tim for support . then he said that his recpt was just too unrely to be of any valu .
656,"want to add addit line and phone for hi kid . I creat the ticket , but dont kno when someon will get back to him . He ask if I could get back to him .","want to add addit line and phone for his kid . i creat the ticket , but dont kno when someon will get back to him . he ask if i could get back to him .","want to ad addit lin and phon for his kid . i cre the ticket , but dont kno when someon wil get back to him . he ask if i could get back to him ."
3352,want to add addit line for famili . need more info on rate .,want to add addit line for famili . need more info on rate .,want to ad addit lin for famy . nee mor info on rat .
2405,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
265,He doe not know if the problem are relat to the phone or if it is just the batteri . He wa will to test a new batteri . I ask him to tri that first . If he is still have problem he will call us back .,he doe not know if the problem are relat to the phone or if it is just the batteri . he was will to test a new batteri . i ask him to tri that first . if he is still have problem he will call us back .,he doe not know if the problem ar rel to the phon or if it is just the battery . he was wil to test a new battery . i ask him to try that first . if he is stil hav problem he wil cal us back .
3399,want inform on our internet servic . refer him to web site .,want inform on our internet servic . refer him to web site .,want inform on our internet serv . refer him to web sit .
3071,ask about how to chang hi ring tone . refer him to web site .,ask about how to chang his ring tone . refer him to web site .,ask about how to chang his ring ton . refer him to web sit .
758,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
2942,want a new number becaus he keep on get call for a mr. napeleon leroy .,want a new number becaus he keep on get call for a mr. napeleon leroy .,want a new numb becaus he keep on get cal for a mr. napeleon leroy .
254,hochi momma,hochi momma,hochy momm
2636,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit lin work by the end of the week . forward him on to custom car .
3195,call to chang hi address and see if he could get a new number sinc he is move to a differ citi .,call to chang his address and see if he could get a new number sinc he is move to a differ citi .,cal to chang his address and see if he could get a new numb sint he is mov to a diff city .
1986,call about new plan . might switch soon . want more minut .,call about new plan . might switch soon . want more minut .,cal about new plan . might switch soon . want mor minut .
3696,He expect significantli better technic support .,he expect signific better technic support .,he expect sign bet techn support .
2861,want to chang address .,want to chang address .,want to chang address .
308,He realli think the recept is inadequ everywher but on the highway . want to know when thi will be fix ?,he realli think the recept is inadequ everywher but on the highway . want to know when this will be fix ?,he real think the receiv is inadequ everywh but on the highway . want to know when thi wil be fix ?
3466,want to add anoth phone . contact provis .,want to add anoth phone . contact provis .,want to ad anoth phon . contact provid .
2800,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
2123,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit lin work by the end of the week . forward him on to custom car .
3724,want a new facepl .,want a new facepl .,want a new facepl .
2238,want to chang rate plan to get famili all on same bill . I transfer him to custom care .,want to chang rate plan to get famili all on same bill . i transfer him to custom care .,want to chang rat plan to get famy al on sam bil . i transfer him to custom car .
2834,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
2134,want inform on our internet servic . refer him to web site .,want inform on our internet servic . refer him to web site .,want inform on our internet serv . refer him to web sit .
1919,handset suck,handset suck,handset suck
3174,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
48,ask how to disabl call wait . refer him to web site .,ask how to disabl call wait . refer him to web site .,ask how to dis cal wait . refer him to web sit .
436,want to know how to do text messag . refer him to web site .,want to know how to do text messag . refer him to web site .,want to know how to do text mess . refer him to web sit .
3686,He expect significantli better technic support .,he expect signific better technic support .,he expect sign bet techn support .
3684,cant figur out how to check hi vm when out of area . I refer him to our web site .,cant figur out how to check his vm when out of area . i refer him to our web site .,cant fig out how to check his vm when out of are . i refer him to our web sit .
2195,want to know how to do text messag . refer him to web site .,want to know how to do text messag . refer him to web site .,want to know how to do text mess . refer him to web sit .
1178,want to know whi the rate plan is so hard to figur out . He doe not believ hi anytim minut are be subtract properli . He want to speak to the manag asap .,want to know whi the rate plan is so hard to figur out . he doe not believ his anytim minut are be subtract proper . he want to speak to the manag asap .,want to know why the rat plan is so hard to fig out . he doe not believ his anytim minut ar being subtract prop . he want to speak to the man asap .
3729,ask about how to chang hi ring tone . refer him to web site .,ask about how to chang his ring tone . refer him to web site .,ask about how to chang his ring ton . refer him to web sit .
740,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
2923,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
629,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
3144,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit lin work by the end of the week . forward him on to custom car .
3241,ask about how to chang hi ring tone . refer him to web site .,ask about how to chang his ring tone . refer him to web site .,ask about how to chang his ring ton . refer him to web sit .
2427,I wish the handset wa bigger . It is uncomfort use the handset for a long time .,i wish the handset was bigger . it is uncomfort use the handset for a long time .,i wish the handset was big . it is uncomfort us the handset for a long tim .
593,said hi batteri never ha work well . want a new phone asap .,said his batteri never has work well . want a new phone asap .,said his battery nev has work wel . want a new phon asap .
3119,lost hi charger and want to know where he can anoth asap . I suggest local store .,lost his charger and want to know where he can anoth asap . i suggest local store .,lost his charg and want to know wher he can anoth asap . i suggest loc stor .
817,He realli think the recept is inadequ everywher but on the highway . want to know when thi will be fix ?,he realli think the recept is inadequ everywher but on the highway . want to know when this will be fix ?,he real think the receiv is inadequ everywh but on the highway . want to know when thi wil be fix ?
985,need help figur out hi bill . I explain our minut charg .,need help figur out his bill . i explain our minut charg .,nee help fig out his bil . i explain our minut charg .
3405,I need a handset which also function as a pda . you did not offer such a model .,i need a handset which also function as a pda . you did not offer such a model .,i nee a handset which also funct as a pda . you did not off such a model .
978,want to chang address .,want to chang address .,want to chang address .
1992,call about new plan . might switch soon . want more minut .,call about new plan . might switch soon . want more minut .,cal about new plan . might switch soon . want mor minut .
1446,ask about how to chang hi ring tone . refer him to web site .,ask about how to chang his ring tone . refer him to web site .,ask about how to chang his ring ton . refer him to web sit .
192,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
1539,want to get an addit line work by the end of the week for hi goat .,want to get an addit line work by the end of the week for his goat .,want to get an addit lin work by the end of the week for his goat .
1523,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
3062,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit lin work by the end of the week . forward him on to custom car .
1237,He is realli upset with out fals advertis . He think that we do not test ani of the equip .,he is realli upset with out fals advertis . he think that we do not test ani of the equip .,he is real upset with out fals advert . he think that we do not test any of the equip .
1674,want to chang address .,want to chang address .,want to chang address .
264,cant wait for us to open the new digiti servic . He want to tri the new gsm . He say that if it is much later than june he will probabl switch to anoth carrier .,cant wait for us to open the new digiti servic . he want to tri the new gsm . he say that if it is much later than june he will probabl switch to anoth carrier .,cant wait for us to op the new digit serv . he want to try the new gsm . he say that if it is much lat than jun he wil prob switch to anoth carry .
1046,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
1325,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
2366,He lost hi phone and call to cancel servic . I told him we would suspend until we hear back from him . He will contact us soon .,he lost his phone and call to cancel servic . i told him we would suspend until we hear back from him . he will contact us soon .,he lost his phon and cal to cancel serv . i told him we would suspend until we hear back from him . he wil contact us soon .
3374,need help with basic phone usag . I suggest he go back to the store and ask for some help .,need help with basic phone usag . i suggest he go back to the store and ask for some help .,nee help with bas phon us . i suggest he go back to the stor and ask for som help .
821,He doe not know if the problem are relat to the phone or if it is just the batteri .,he doe not know if the problem are relat to the phone or if it is just the batteri .,he doe not know if the problem ar rel to the phon or if it is just the battery .
1103,said hi batteri never ha work well . want a new phone asap .,said his batteri never has work well . want a new phone asap .,said his battery nev has work wel . want a new phon asap .
694,did not want to wait for us to implement gsm .,did not want to wait for us to implement gsm .,did not want to wait for us to impl gsm .
3419,the cleariti of the call wa bad . way too much static on the handset .,the cleariti of the call was bad . way too much static on the handset .,the clear of the cal was bad . way too much stat on the handset .
1299,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
2607,He lost hi phone and call to cancel servic . I told him we would suspend until we hear back from him . He will contact us soon .,he lost his phone and call to cancel servic . i told him we would suspend until we hear back from him . he will contact us soon .,he lost his phon and cal to cancel serv . i told him we would suspend until we hear back from him . he wil contact us soon .
2908,hope to get an additon line work by the end of the week for hi wife .,hope to get an additon line work by the end of the week for his wife .,hop to get an additon lin work by the end of the week for his wif .
1660,He lost hi phone and call to cancel servic . I told him we would suspend until we hear back from him . He will contact us soon .,he lost his phone and call to cancel servic . i told him we would suspend until we hear back from him . he will contact us soon .,he lost his phon and cal to cancel serv . i told him we would suspend until we hear back from him . he wil contact us soon .
2417,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
89,said hi batteri never ha work well . want a new phone asap .,said his batteri never has work well . want a new phone asap .,said his battery nev has work wel . want a new phon asap .
1294,"she want a new phone . ha tri to use a coupl of differ model , but is now fed up . she is will ing to pay some of the cost , but want a credit on her bill . she said her friend ha the same servic and a differ phone that work great . she also wa","she want a new phone . has tri to use a coupl of differ model , but is now fed up . she is will ing to pay some of the cost , but want a credit on her bill . she said her friend has the same servic and a differ phone that work great . she also wa","she want a new phon . has tri to us a coupl of diff model , but is now fed up . she is wil ing to pay som of the cost , but want a credit on her bil . she said her friend has the sam serv and a diff phon that work gre . she also wa"
3188,lost the direct to phone and want anoth manual . I refer him to web site .,lost the direct to phone and want anoth manual . i refer him to web site .,lost the direct to phon and want anoth man . i refer him to web sit .
2149,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
3655,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
3741,want to know how to do text messag . refer him to web site .,want to know how to do text messag . refer him to web site .,want to know how to do text mess . refer him to web sit .
2225,want to chang rate plan to get famili all on same bill . I transfer him to custom care .,want to chang rate plan to get famili all on same bill . i transfer him to custom care .,want to chang rat plan to get famy al on sam bil . i transfer him to custom car .
2896,need help figur out hi bill . I explain our minut charg .,need help figur out his bill . i explain our minut charg .,nee help fig out his bil . i explain our minut charg .
491,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
3565,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
3130,need help with basic phone usag . I suggest he go back to the store and ask for some help .,need help with basic phone usag . i suggest he go back to the store and ask for some help .,nee help with bas phon us . i suggest he go back to the stor and ask for som help .
2595,He lost hi phone and call to cancel servic . I told him we would suspend until we hear back from him . He will contact us soon .,he lost his phone and call to cancel servic . i told him we would suspend until we hear back from him . he will contact us soon .,he lost his phon and cal to cancel serv . i told him we would suspend until we hear back from him . he wil contact us soon .
989,need help figur out hi bill . I explain our minut charg .,need help figur out his bill . i explain our minut charg .,nee help fig out his bil . i explain our minut charg .
1882,He complain about receiv outbound call to hi cell from our market peopl . He say that we have sold hi person inform and he is on numer list . He said that if we continu to do thi he would get rid of the servic .,he complain about receiv outbound call to his cell from our market peopl . he say that we have sold his person inform and he is on numer list . he said that if we continu to do this he would get rid of the servic .,he complain about receiv outbound cal to his cel from our market peopl . he say that we hav sold his person inform and he is on num list . he said that if we continu to do thi he would get rid of the serv .
461,want to chang address .,want to chang address .,want to chang address .
1038,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
3480,want a new facepl .,want a new facepl .,want a new facepl .
1598,"He say that hi phone work fine when use it in the car with the adapt , but the batteri perform suck .","he say that his phone work fine when use it in the car with the adapt , but the batteri perform suck .","he say that his phon work fin when us it in the car with the adapt , but the battery perform suck ."
1239,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
2517,call about new plan . might switch soon . want more minut .,call about new plan . might switch soon . want more minut .,cal about new plan . might switch soon . want mor minut .
1616,He ask for a new phone number . I refer him to custom care .,he ask for a new phone number . i refer him to custom care .,he ask for a new phon numb . i refer him to custom car .
1845,He doe not know if the problem are relat to the phone or if it is just the batteri .,he doe not know if the problem are relat to the phone or if it is just the batteri .,he doe not know if the problem ar rel to the phon or if it is just the battery .
377,claim hi bill had numer call that he never made . He start ask me if our bill system ever made mistak . He said that sometim he could over hear other phone call . He think he is be charg for those call .,claim his bill had numer call that he never made . he start ask me if our bill system ever made mistak . he said that sometim he could over hear other phone call . he think he is be charg for those call .,claim his bil had num cal that he nev mad . he start ask me if our bil system ev mad mistak . he said that sometim he could ov hear oth phon cal . he think he is being charg for thos cal .
3618,need help with basic phone usag . I suggest he go back to the store and ask for some help .,need help with basic phone usag . i suggest he go back to the store and ask for some help .,nee help with bas phon us . i suggest he go back to the stor and ask for som help .
846,transfer to manag asap,transfer to manag asap,transfer to man asap
3168,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
261,He realli think the recept is inadequ everywher but on the highway . want to know when thi will be fix ?,he realli think the recept is inadequ everywher but on the highway . want to know when this will be fix ?,he real think the receiv is inadequ everywh but on the highway . want to know when thi wil be fix ?
2392,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit lin work by the end of the week . forward him on to custom car .
596,realli want the new phone from xvyx which ha the pda built in .,realli want the new phone from xvyx which has the pda built in .,real want the new phon from xvyx which has the pda built in .
